iter	RMSE
301	4638.67319
302	4636.965388
303	4635.595179
304	4633.797743
305	4630.77175
306	4628.056569
307	4626.964395
308	4624.301295
309	4622.22848
310	4620.898051
311	4618.507533
312	4616.654362
313	4614.810336
314	4613.600109
315	4612.109569
316	4610.329539
317	4608.732642
318	4607.187296
319	4605.481862
320	4603.877979
321	4601.751528
322	4599.842669
323	4598.529947
324	4596.359367
325	4594.123978
326	4592.146344
327	4590.233206
328	4588.858811
329	4587.414325
330	4585.703921
331	4584.292397
332	4582.619282
333	4581.099512
334	4578.921601
335	4577.127782
336	4575.568251
337	4573.867642
338	4572.741852
339	4571.318259
340	4570.224817
341	4568.990437
342	4568.511291
343	4566.658767
344	4564.326414
345	4562.37121
346	4560.768793
347	4559.05534
348	4557.330221
349	4555.283406
350	4554.333464
351	4553.509424
352	4551.515946
353	4550.185194
354	4548.66009
355	4548.181397
356	4546.55812
357	4545.303115
358	4544.776072
359	4543.824876
360	4542.390759
361	4540.670222
362	4539.513284
363	4537.784479
364	4536.782503
365	4535.631151
366	4534.014923
367	4533.21597
368	4532.038324
369	4530.789278
370	4529.321741
371	4528.043976
372	4525.896249
373	4524.423604
374	4523.615382
375	4522.705147
376	4522.071894
377	4520.858347
378	4519.989743
379	4519.13281
380	4518.159343
381	4517.081265
382	4515.445951
383	4513.830526
384	4512.454245
385	4511.65163
386	4510.257003
387	4508.815406
388	4507.444946
389	4506.179252
390	4505.19514
391	4503.86709
392	4502.97625
393	4501.969128
394	4500.918886
395	4500.080887
396	4499.144869
397	4498.142789
398	4496.608911
399	4495.661423
400	4494.544963
401	4493.656428
402	4492.283605
403	4491.518149
404	4490.670961
405	4490.071911
406	4489.025314
407	4487.787134
408	4486.416795
409	4485.669451
410	4484.630259
411	4483.357056
412	4482.236808
413	4480.599371
414	4479.837109
415	4479.057897
416	4478.37482
417	4477.667291
418	4476.478674
419	4475.39089
420	4474.297897
421	4473.393861
422	4472.66883
423	4471.380151
424	4470.327843
425	4469.56461
426	4468.648196
427	4467.858082
428	4466.994259
429	4466.190762
430	4465.21663
431	4464.023306
432	4463.207492
433	4462.24653
434	4461.725107
435	4461.006104
436	4460.0124
437	4459.210569
438	4458.454471
439	4457.543938
440	4456.918899
441	4455.992099
442	4455.097994
443	4454.407527
444	4453.634813
445	4452.973269
446	4452.306942
447	4451.476277
448	4450.797061
449	4450.421898
450	4449.748385
451	4449.090969
452	4448.437925
453	4447.727691
454	4447.014494
455	4446.405272
456	4445.501674
457	4444.523529
458	4443.632112
459	4442.768248
460	4441.885878
461	4441.040392
462	4440.422264
463	4439.784922
464	4439.188443
465	4438.381222
466	4437.73455
467	4437.093852
468	4436.101342
469	4435.452504
470	4434.330615
471	4433.838153
472	4433.21631
473	4432.101843
474	4431.374208
475	4430.608222
476	4430.197282
477	4429.840552
478	4429.08747
479	4428.885229
480	4428.244886
481	4427.473346
482	4426.328497
483	4425.669946
484	4425.213513
485	4424.572458
486	4423.856041
487	4423.02178
488	4421.832541
489	4421.035722
490	4420.139797
491	4419.698968
492	4419.326103
493	4418.636276
494	4417.497008
495	4416.929153
496	4415.983015
497	4415.214584
498	4414.61215
499	4413.931708
500	4413.488664
501	4413.019971
502	4412.605168
503	4412.107154
504	4411.448342
505	4410.644948
506	4410.14813
507	4409.742743
508	4408.970664
509	4408.453917
510	4407.848365
511	4407.102336
512	4406.52478
513	4405.763152
514	4405.352308
515	4404.957923
516	4403.958861
517	4403.489837
518	4402.750645
519	4401.528645
520	4401.424548
521	4400.41514
522	4399.939175
523	4399.666096
524	4399.211839
525	4398.934642
526	4398.698609
527	4397.897667
528	4397.45739
529	4397.044073
530	4396.622828
531	4396.104422
532	4395.640782
533	4395.104956
534	4394.769119
535	4394.252866
536	4393.43412
537	4392.977103
538	4392.710991
539	4392.313816
540	4391.311219
541	4390.821844
542	4389.945799
543	4389.415171
544	4388.906527
545	4388.491326
546	4387.960618
547	4387.317775
548	4387.041177
549	4386.717044
550	4386.227262
551	4385.960767
552	4385.36685
553	4384.625374
554	4384.067404
555	4383.342844
556	4382.863608
557	4382.279387
558	4381.61109
559	4380.821855
560	4380.448446
561	4379.988014
562	4379.347446
563	4378.939279
564	4378.035202
565	4377.362487
566	4376.875051
567	4375.780203
568	4375.282078
569	4374.845142
570	4373.799184
571	4373.384112
572	4372.939844
573	4372.494535
574	4372.023122
575	4371.111353
576	4370.512481
577	4370.157518
578	4369.649503
579	4369.147878
580	4368.997886
581	4368.376732
582	4368.013338
583	4367.686676
584	4367.278061
585	4366.409463
586	4365.808537
587	4364.996048
588	4364.628973
589	4364.195129
590	4363.776535
591	4363.217087
592	4362.903972
593	4362.503341
594	4362.07559
595	4361.619873
596	4361.290672
597	4360.698973
598	4360.245024
599	4359.929629
600	4359.546727
601	4358.883926
602	4358.472133
603	4358.227337
604	4357.429231
605	4357.033804
606	4356.615306
607	4356.097843
608	4355.4114
609	4354.550705
610	4353.764973
611	4353.396804
612	4352.865508
613	4352.445763
614	4351.933764
615	4351.339788
616	4351.093953
617	4350.625737
618	4349.867282
619	4349.141473
620	4348.34352
621	4347.740161
622	4347.394639
623	4347.062473
624	4346.629624
625	4346.273349
626	4345.954921
627	4345.678433
628	4345.362232
629	4345.139963
630	4344.750956
631	4344.407802
632	4344.144096
633	4343.261478
634	4342.923448
635	4342.591432
636	4342.06554
637	4341.761368
638	4341.193692
639	4340.648408
640	4340.115764
641	4339.499739
642	4339.087581
643	4338.698712
644	4338.194082
645	4337.331779
646	4337.029698
647	4336.626754
648	4335.814823
649	4335.57326
650	4335.452629
651	4335.08108
652	4334.710426
653	4334.1449
654	4333.602535
655	4332.852448
656	4332.652857
657	4332.10529
658	4331.925718
659	4331.387336
660	4330.749235
661	4330.134479
662	4329.774387
663	4329.337261
664	4329.005312
665	4328.69871
666	4328.53875
667	4328.203869
668	4327.52773
669	4327.17701
670	4326.875591
671	4326.58691
672	4326.070297
673	4324.980439
674	4324.768142
675	4324.393544
676	4324.098044
677	4323.98043
678	4323.671757
679	4323.342864
680	4322.74837
681	4322.317639
682	4321.54071
683	4321.07455
684	4320.088975
685	4319.683816
686	4319.389725
687	4319.25911
688	4319.100679
689	4318.387467
690	4317.977057
691	4317.65762
692	4317.372703
693	4317.142454
694	4316.491416
695	4315.839482
696	4315.591733
697	4315.226704
698	4314.683911
699	4314.001137
700	4313.572637
701	4312.755599
702	4312.449703
703	4312.021005
704	4311.118808
705	4310.752081
706	4310.139276
707	4309.796624
708	4309.432625
709	4309.066429
710	4308.76479
711	4308.542536
712	4308.135211
713	4308.024152
714	4307.836441
715	4307.559369
716	4306.761427
717	4306.416001
718	4305.889943
719	4305.276854
720	4304.666173
721	4304.438699
722	4303.519915
723	4303.173305
724	4302.928921
725	4302.475449
726	4302.158863
727	4301.886971
728	4301.585459
729	4301.195889
730	4300.654379
731	4300.350128
732	4299.781136
733	4298.939682
734	4298.666371
735	4298.405239
736	4298.060392
737	4297.823323
738	4297.239803
739	4296.97752
740	4296.688144
741	4296.165869
742	4295.915626
743	4295.344777
744	4294.739222
745	4294.403528
746	4294.136319
747	4293.814205
748	4293.246359
749	4292.840731
750	4292.059123
751	4291.471958
752	4290.873184
753	4290.620858
754	4290.296951
755	4290.038261
756	4289.733255
757	4289.36337
758	4288.839434
759	4288.504927
760	4288.221454
761	4287.884616
762	4287.66255
763	4287.237865
764	4286.925801
765	4286.60835
766	4286.302793
767	4285.910349
768	4285.327215
769	4285.034352
770	4284.532086
771	4284.09628
772	4283.82075
773	4283.158492
774	4282.909385
775	4282.671275
776	4282.302699
777	4282.010641
778	4281.501599
779	4281.212673
780	4280.965411
781	4280.615015
782	4280.256838
783	4279.82447
784	4279.617369
785	4279.339886
786	4278.774211
787	4278.568465
788	4278.104576
789	4277.664838
790	4277.438392
791	4277.179019
792	4276.910491
793	4276.65039
794	4276.3703
795	4276.112504
796	4275.814447
797	4275.570031
798	4275.326025
799	4274.538247
800	4274.331374
801	4274.090003
802	4273.329999
803	4272.943794
804	4272.440896
805	4272.060313
806	4271.720539
807	4271.479732
808	4271.229059
809	4270.765734
810	4270.471779
811	4269.743326
812	4269.308952
813	4269.023945
814	4268.325584
815	4268.058086
816	4267.655576
817	4267.186276
818	4266.941753
819	4266.677756
820	4266.390599
821	4266.201305
822	4265.941026
823	4265.183721
824	4264.711717
825	4263.767804
826	4263.507997
827	4263.030391
828	4262.843373
829	4262.422384
830	4262.298686
831	4262.053025
832	4261.557237
833	4261.30117
834	4260.588421
835	4260.203452
836	4260.078446
837	4259.547102
838	4259.298038
839	4259.082254
840	4258.888611
841	4258.102568
842	4257.857481
843	4257.568486
844	4257.308177
845	4257.076237
846	4256.83443
847	4256.393997
848	4256.102374
849	4255.722665
850	4255.125755
851	4254.876688
852	4254.592388
853	4253.897444
854	4253.557039
855	4253.32697
856	4252.866749
857	4252.544392
858	4252.297663
859	4252.081256
860	4251.770743
861	4251.555338
862	4251.113641
863	4250.910421
864	4250.693759
865	4250.406013
866	4250.231693
867	4249.794782
868	4249.094706
869	4248.514221
870	4248.122816
871	4247.84317
872	4247.139854
873	4246.376736
874	4246.131662
875	4245.865102
876	4245.601886
877	4245.381492
878	4244.954717
879	4244.718245
880	4244.494116
881	4244.261352
882	4244.053399
883	4243.620573
884	4242.867041
885	4242.660169
886	4242.448922
887	4242.316896
888	4242.088675
889	4241.921826
890	4241.737122
891	4241.256063
892	4240.568099
893	4240.363293
894	4240.14515
895	4239.877296
896	4239.650734
897	4238.906707
898	4238.174639
899	4237.496176
900	4237.039188
901	4236.799473
902	4236.386552
903	4236.02783
904	4235.583815
905	4235.382701
906	4235.159529
907	4234.763869
908	4234.526578
909	4234.3263
910	4233.59569
911	4233.3728
912	4233.053938
913	4232.824497
914	4232.175617
915	4231.977796
916	4231.855445
917	4231.464575
918	4231.27915
919	4231.076614
920	4230.442253
921	4230.246059
922	4229.835825
923	4229.740961
924	4229.523152
925	4229.3345
926	4229.140947
927	4228.428671
928	4228.234205
929	4228.028405
930	4227.874192
931	4227.663856
932	4227.439249
933	4227.171578
934	4227.025679
935	4226.834559
936	4226.366901
937	4226.127135
938	4225.461796
939	4224.823543
940	4224.633154
941	4224.436443
942	4224.177546
943	4223.892357
944	4223.657868
945	4223.318022
946	4222.961136
947	4222.422226
948	4222.006329
949	4221.811766
950	4221.661966
951	4221.476004
952	4221.291045
953	4221.107083
954	4220.924112
955	4220.742125
956	4220.281558
957	4219.587428
958	4219.268229
959	4218.387076
960	4217.701691
961	4217.393046
962	4217.161399
963	4216.899835
964	4216.390474
965	4216.218356
966	4215.85124
967	4215.670549
968	4215.440389
969	4215.347344
970	4214.731861
971	4214.530156
972	4214.07668
973	4213.420751
974	4213.277666
975	4213.100209
976	4212.900502
977	4212.669284
978	4212.456649
979	4212.102787
980	4211.918487
981	4211.707925
982	4211.56711
983	4211.391088
984	4211.216019
985	4211.041896
986	4210.950215
987	4210.770522
988	4210.598252
989	4210.556444
990	4210.140007
991	4210.047201
992	4209.855209
993	4209.668812
994	4209.388456
995	4209.218492
996	4209.049446
997	4208.916379
998	4208.664737
999	4208.558629
